,Movie,Distributor,Genre,MPAA,Book_Based,Production_Budget,Worldwide_Gross,Release Year,award_winning,Genre_Number
1349,Knocked Up,Universal,Romantic Comedy,R,0,"$27,500,000","$219,265,952",2007,0,8
1350,Rush Hour 3,New Line,Action,PG-13,0,"$180,000,000","$256,585,882",2007,1,1
1351,Night at the Museum,20th Century Fox,Adventure,PG,0,"$110,000,000","$579,446,407",2006,1,4
1352,Live Free or Die Hard,20th Century Fox,Action,PG-13,0,"$110,000,000","$382,288,147",2007,0,1
1353,Superbad,Sony Pictures,Comedy,R,0,"$17,500,000","$169,955,142",2007,0,0
1354,Hairspray,New Line,Musical,PG,0,"$75,000,000","$203,035,572",2007,1,3
1355,Blades of Glory,Paramount Pictures,Comedy,PG-13,0,"$61,000,000","$145,594,548",2007,0,0
1356,Ocean's Thirteen,Warner Bros.,Adventure,PG-13,0,"$85,000,000","$311,744,465",2007,1,4
1357,Ghost Rider,Sony Pictures,Action,PG-13,0,"$120,000,000","$229,545,589",2007,1,1
1358,Evan Almighty,Universal,Comedy,PG,0,"$175,000,000","$174,131,329",2007,1,0
1359,Bridge to Terabithia,Walt Disney,Drama,PG,1,"$25,000,000","$137,984,788",2007,0,5
1360,Disturbia,Paramount Pictures,Thriller/Suspense,PG-13,0,"$20,000,000","$118,537,627",2007,0,6
1361,The Pursuit of Happyness,Sony Pictures,Drama,PG-13,0,"$55,000,000","$307,311,093",2006,0,5
1362,Saw IV,Lionsgate,Horror,R,0,"$10,000,000","$135,759,694",2007,0,2
1363,Stomp the Yard,Sony Pictures,Drama,PG-13,0,"$14,000,000","$75,525,718",2007,0,5
1364,Surf's Up,Sony Pictures,Adventure,PG,0,"$100,000,000","$145,395,745",2007,0,4
1365,Halloween,MGM,Horror,R,0,"$15,000,000","$77,514,401",2007,0,2
1366,Why Did I Get Married?,Lionsgate,Romantic Comedy,PG-13,0,"$15,000,000","$55,934,178",2007,0,8
1367,TMNT,Warner Bros.,Action,PG,0,"$35,000,000","$96,096,018",2007,0,1
1368,3:10 to Yuma,Lionsgate,Western,R,1,"$48,000,000","$71,171,825",2007,1,7
1369,Resident Evil: Extinction,Sony Pictures,Action,R,0,"$45,000,000","$149,871,103",2007,0,1
1370,Music and Lyrics,Warner Bros.,Romantic Comedy,PG-13,0,"$40,000,000","$146,196,885",2007,0,8
1371,This Christmas,Sony Pictures,Drama,PG-13,0,"$13,000,000","$49,733,545",2007,0,5
1372,Premonition,Sony Pictures,Thriller/Suspense,PG-13,0,"$20,000,000","$81,461,343",2007,0,6
1373,The Kingdom,Universal,Action,R,0,"$72,500,000","$86,509,602",2007,1,1
1374,Shooter,Paramount Pictures,Thriller/Suspense,R,0,"$60,000,000","$95,538,560",2007,0,6
1375,License to Wed,Warner Bros.,Romantic Comedy,PG,0,"$35,000,000","$70,187,088",2007,1,8
1376,No Reservations,Warner Bros.,Romantic Comedy,PG,0,"$28,000,000","$91,943,956",2007,1,8
1377,Because I Said So,Universal,Comedy,PG-13,0,"$39,000,000","$69,538,833",2007,1,0
1378,Epic Movie,20th Century Fox,Comedy,PG-13,0,"$20,000,000","$86,858,578",2007,0,0
1379,30 Days of Night,Sony Pictures,Horror,R,0,"$30,000,000","$80,276,156",2007,0,2
1380,Stardust,Paramount Pictures,Adventure,PG-13,1,"$70,000,000","$137,022,245",2007,1,4
1381,The Brave One,Warner Bros.,Drama,R,0,"$70,000,000","$69,792,704",2007,1,5
1382,Freedom Writers,Paramount Pictures,Drama,PG-13,0,"$21,000,000","$43,632,609",2007,1,5
1383,The Messengers,Sony Pictures,Horror,PG-13,0,"$16,000,000","$53,774,833",2007,0,2
1384,The Number 23,New Line,Thriller/Suspense,R,0,"$32,000,000","$77,593,167",2007,0,6
1385,Good Luck Chuck,Lionsgate,Romantic Comedy,R,0,"$25,000,000","$59,183,821",2007,0,8
1386,Children of Men,Universal,Thriller/Suspense,R,1,"$76,000,000","$69,845,011",2006,1,6
1387,Charlotte's Web,Paramount Pictures,Drama,G,1,"$82,500,000","$143,985,708",2006,1,5
1388,28 Weeks Later,20th Century Fox,Horror,R,0,"$15,000,000","$64,232,714",2007,0,2
1389,We Own the Night,Sony Pictures,Drama,R,0,"$28,000,000","$55,307,857",2007,1,5
1390,The Queen,Miramax,Drama,PG-13,0,"$15,000,000","$128,885,873",2006,1,5
1391,Hannibal Rising,Weinstein Co.,Thriller/Suspense,R,0,"$50,000,000","$80,583,311",2007,0,6
1392,Nancy Drew,Warner Bros.,Thriller/Suspense,PG,0,"$20,000,000","$30,703,845",2007,0,6
1393,The Reaping,Warner Bros.,Horror,R,0,"$40,000,000","$62,226,214",2007,1,2
1394,Across the Universe,Sony Pictures,Musical,PG-13,0,"$45,000,000","$29,367,143",2007,1,3
1395,Hot Fuzz,Focus Features,Comedy,R,0,"$16,000,000","$81,742,618",2007,1,0
1396,War,Lionsgate,Action,R,0,"$25,000,000","$40,686,409",2007,0,1
1397,Rocky Balboa,MGM,Drama,PG,0,"$24,000,000","$156,229,050",2006,0,5
1398,Happy Feet,Warner Bros.,Adventure,PG,0,"$85,000,000","$385,000,317",2006,1,4
1399,Blood Diamond,Warner Bros.,Action,R,0,"$100,000,000","$171,377,916",2006,1,1
1400,Reno 911!: Miami,20th Century Fox,Comedy,R,0,"$10,000,000","$21,851,362",2007,0,0
1401,Reign Over Me,Sony Pictures,Drama,R,0,"$20,000,000","$20,081,987",2007,0,5
1402,Waitress,Fox Searchlight,Romantic Comedy,PG-13,0,"$1,500,000","$22,217,183",2007,1,8
1403,Georgia Rule,Universal,Drama,R,0,"$20,000,000","$20,819,601",2007,1,5
1404,Becoming Jane,Miramax,Romantic Comedy,PG,0,"$16,500,000","$39,380,876",2007,1,8
1405,Eragon,20th Century Fox,Adventure,PG,1,"$100,000,000","$249,488,115",2006,1,4
1406,We Are Marshall,Warner Bros.,Drama,PG,0,"$65,000,000","$43,545,364",2006,0,5
1407,Next,Paramount Pictures,Action,PG-13,0,"$70,000,000","$73,591,500",2007,1,1
1408,Hostel: Part II,Lionsgate,Horror,R,0,"$7,500,000","$33,606,409",2007,0,2
1409,Eastern Promises,Focus Features,Thriller/Suspense,R,0,"$50,000,000","$56,077,088",2007,0,6
1410,Notes on a Scandal,Fox Searchlight,Drama,R,0,"$27,500,000","$50,578,411",2006,1,5
1411,Dead Silence,Universal,Horror,R,0,"$20,000,000","$20,614,661",2007,0,2
1412,Elizabeth: The Golden Age,Universal,Drama,PG-13,0,"$55,000,000","$74,870,866",2007,1,5
1413,The Invasion,Warner Bros.,Thriller/Suspense,PG-13,1,"$80,000,000","$40,147,042",2007,1,6
1414,Babel,Paramount Vantage,Drama,R,0,"$20,000,000","$132,121,212",2006,1,5
1415,The Last King of Scotland,Fox Searchlight,Drama,R,0,"$6,000,000","$49,155,371",2006,0,5
1416,Hot Rod,Paramount Pictures,Comedy,PG-13,0,"$25,000,000","$14,334,401",2007,1,0
1417,Casino Royale,Sony Pictures,Action,PG-13,1,"$102,000,000","$594,420,283",2006,1,1
1418,Letters from Iwo Jima,Warner Bros.,Drama,R,0,"$13,000,000","$67,867,998",2006,0,5
1419,Daddy Day Camp,Sony Pictures,Comedy,PG,0,"$6,000,000","$18,209,872",2007,0,0
1420,The Holiday,Sony Pictures,Romantic Comedy,PG-13,0,"$85,000,000","$205,190,324",2006,1,8
1421,Shoot 'Em Up,New Line,Action,R,0,"$39,000,000","$26,796,824",2007,0,1
1422,I Think I Love My Wife,Fox Searchlight,Romantic Comedy,R,0,"$14,000,000","$13,205,411",2007,0,8
1423,Evening,Focus Features,Drama,PG-13,0,"$30,000,000","$12,885,574",2007,1,5
1424,The Departed,Warner Bros.,Drama,R,0,"$90,000,000","$289,660,619",2006,1,5
1425,Sydney White,Universal,Comedy,PG-13,0,"$16,500,000","$13,636,339",2007,0,0
1426,In the Land of Women,Warner Bros.,Comedy,PG-13,0,"$10,500,000","$14,140,402",2007,1,0
1427,Rendition,New Line,Thriller/Suspense,R,0,"$27,500,000","$26,939,925",2007,1,6
1428,Death Sentence,20th Century Fox,Action,R,1,"$20,000,000","$16,907,831",2007,0,1
1429,A Mighty Heart,Paramount Vantage,Drama,R,0,"$15,000,000","$19,153,568",2007,1,5
1430,Death at a Funeral,MGM,Comedy,R,0,"$20,000,000","$46,790,428",2007,0,0
1431,Apocalypto,Walt Disney,Action,R,0,"$40,000,000","$121,032,272",2006,0,1
1432,Volver,Sony Pictures Classics,Comedy,R,0,"$9,400,000","$87,226,613",2006,0,0
1433,Code Name: The Cleaner,New Line,Comedy,PG-13,0,"$20,000,000","$8,135,024",2007,0,0
1434,The Painted Veil,Warner Independent,Drama,PG-13,1,"$19,400,000","$15,118,795",2006,0,5
1435,The Last Legion,Weinstein/Dimension,Action,PG-13,0,"$67,000,000","$25,357,771",2007,1,1
1436,Lucky You,Warner Bros.,Drama,PG-13,0,"$55,000,000","$6,521,829",2007,1,5
1437,Who's Your Caddy?,MGM,Comedy,PG-13,0,"$7,000,000","$5,694,308",2007,0,0
1438,Love in the Time of Cholera,New Line,Drama,R,0,"$45,000,000","$31,077,418",2007,0,5
1439,Blood and Chocolate,MGM,Horror,PG-13,0,"$15,000,000","$6,551,310",2007,0,2
1440,Things We Lost in the Fire,Paramount Pictures,Drama,R,0,"$16,000,000","$8,120,148",2007,1,5
1441,Venus,Miramax,Drama,R,0,"$6,000,000","$7,818,479",2006,1,5
1442,Resurrecting the Champ,Yari Film Group Releasing,Drama,PG-13,0,"$13,000,000","$3,260,555",2007,0,5
1443,Little Children,New Line,Drama,R,0,"$14,000,000","$14,121,177",2006,1,5
1444,Miss Potter,MGM,Drama,PG,0,"$30,000,000","$35,891,257",2006,1,5
1445,Gracie,Picturehouse,Drama,PG-13,0,"$9,000,000","$3,922,043",2007,0,5
1446,Flushed Away,Paramount Pictures,Adventure,PG,0,"$149,000,000","$179,357,126",2006,0,4
1447,Perfume: The Story of a Murderer,Paramount Pictures,Drama,R,0,"$63,700,000","$133,603,463",2006,1,5
1448,Unaccompanied Minors,Warner Bros.,Adventure,PG,0,"$25,000,000","$21,970,831",2006,0,4
1449,The Nativity Story,New Line,Drama,PG,0,"$35,000,000","$46,309,644",2006,0,5
1450,Namastey London,Eros Entertainment,Romantic Comedy,Not Rated,0,"$8,400,000","$6,831,069",2007,0,8
1451,In the Shadow of the Moon,ThinkFilm,Documentary,PG,0,"$2,000,000","$2,175,587",2007,0,10
1452,September Dawn,Black Diamond Pictures,Drama,R,0,"$10,100,000","$1,066,555",2007,1,5
1453,The Brothers Solomon,Sony Pictures,Comedy,R,0,"$10,000,000","$900,926",2007,0,0
1454,The Hunting Party,Weinstein Co.,Adventure,R,0,"$40,000,000","$7,729,552",2007,0,4
1455,The History Boys,Fox Searchlight,Comedy,R,0,"$3,700,000","$13,447,998",2006,0,0
1456,The Ten,ThinkFilm,Comedy,R,0,"$5,250,000","$786,677",2007,0,0
1457,The Prestige,Walt Disney,Thriller/Suspense,PG-13,0,"$40,000,000","$104,407,366",2006,1,6
1458,Brooklyn Rules,Lionsgate,Drama,R,0,"$8,000,000","$458,232",2007,0,5
1459,Little Miss Sunshine,Fox Searchlight,Comedy,R,0,"$8,000,000","$100,642,353",2006,0,0
1460,Deck the Halls,20th Century Fox,Comedy,PG,0,"$51,000,000","$46,815,807",2006,0,0
1461,Trade,Roadside Attractions,Drama,R,0,"$12,000,000","$1,513,388",2007,1,5
1462,The Fountain,Warner Bros.,Drama,PG-13,0,"$35,000,000","$15,461,638",2006,1,5
1463,Bobby,MGM,Drama,R,0,"$14,000,000","$20,597,806",2006,1,5
1464,Flicka,20th Century Fox,Drama,PG,1,"$15,000,000","$21,896,367",2006,0,5
1465,The Illusionist,Yari Film Group Releasing,Drama,PG-13,0,"$16,500,000","$83,792,062",2006,0,5
1466,Turistas,20th Century Fox,Thriller/Suspense,R,0,"$10,000,000","$14,321,070",2006,0,6
1467,Eye of the Dolphin,Monterey Media,Drama,PG-13,0,"$2,500,000","$72,260",2007,0,5
1468,Redacted,Magnolia Pictures,Drama,R,0,"$5,000,000","$861,325",2007,0,5
1469,The Marine,20th Century Fox,Action,PG-13,0,"$15,000,000","$22,165,608",2006,0,1
1470,Shortbus,ThinkFilm,Comedy,Not Rated,0,"$2,000,000","$1,985,292",2006,0,0
1471,A Good Year,20th Century Fox,Drama,PG-13,1,"$35,000,000","$42,064,105",2006,1,5
1472,The Good Night,Sony Pictures,Romantic Comedy,R,0,"$15,000,000","$22,441",2007,1,8
1473,The Dead Girl,First Look,Thriller/Suspense,R,0,"$3,300,000","$19,875",2006,1,6
1474,Blonde Ambition,First Look,Comedy,PG-13,0,"$10,000,000","$1,537,479",2007,0,0
1475,Cars,Walt Disney,Adventure,G,0,"$70,000,000","$461,651,246",2006,1,4
1476,The Da Vinci Code,Sony Pictures,Thriller/Suspense,PG-13,0,"$125,000,000","$767,820,459",2006,1,6
1477,Superman Returns,Warner Bros.,Adventure,PG-13,0,"$232,000,000","$374,085,065",2006,1,4
1478,Ice Age: The Meltdown,20th Century Fox,Adventure,PG,0,"$75,000,000","$651,899,282",2006,0,4
1479,Over the Hedge,Paramount Pictures,Adventure,PG,0,"$80,000,000","$343,397,247",2006,0,4
1480,Talladega Nights: The Ballad of Ricky Bobby,Sony Pictures,Comedy,PG-13,0,"$73,000,000","$162,870,525",2006,0,0
1481,Click,Sony Pictures,Comedy,PG-13,0,"$82,500,000","$237,685,089",2006,1,0
1482,Mission: Impossible III,Paramount Pictures,Action,PG-13,0,"$150,000,000","$397,501,348",2006,1,1
1483,The Devil Wears Prada,20th Century Fox,Comedy,PG-13,1,"$35,000,000","$326,073,155",2006,1,0
1484,The Break-Up,Universal,Romantic Comedy,PG-13,0,"$52,000,000","$205,727,307",2006,0,8
1485,Scary Movie 4,Weinstein/Dimension,Comedy,PG-13,0,"$40,000,000","$178,710,620",2006,1,0
1486,Failure to Launch,Paramount Pictures,Romantic Comedy,PG-13,0,"$50,000,000","$128,402,901",2006,1,8
1487,Inside Man,Universal,Thriller/Suspense,R,0,"$50,000,000","$185,798,265",2006,1,6
1488,Open Season,Sony Pictures,Adventure,PG,0,"$85,000,000","$191,932,158",2006,0,4
1489,The Pink Panther,Sony Pictures,Adventure,PG,0,"$80,000,000","$158,926,474",2006,1,4
1490,Eight Below,Walt Disney,Adventure,PG,0,"$40,000,000","$120,455,994",2006,0,4
1491,Saw III,Lionsgate,Horror,R,0,"$10,000,000","$163,876,815",2006,0,2
1492,Nacho Libre,Paramount Pictures,Comedy,PG,0,"$32,000,000","$99,296,462",2006,0,0
1493,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Walt Disney,Adventure,PG,1,"$180,000,000","$720,539,572",2005,1,4
1494,Monster House,Sony Pictures,Adventure,PG,0,"$75,000,000","$141,267,370",2006,0,4
1495,V for Vendetta,Warner Bros.,Action,R,0,"$50,000,000","$130,214,162",2006,0,1
1496,Big Momma's House 2,20th Century Fox,Comedy,PG-13,0,"$40,000,000","$137,047,376",2006,0,0
1497,Brokeback Mountain,Focus Features,Drama,R,0,"$13,900,000","$177,012,173",2005,0,5
1498,Step Up,Walt Disney,Drama,PG-13,0,"$12,000,000","$110,989,157",2006,0,5
1499,Miami Vice,Universal,Action,R,0,"$135,000,000","$163,818,556",2006,1,1
1500,Madea's Family Reunion,Lionsgate,Comedy,PG-13,0,"$10,000,000","$63,320,521",2006,0,0
1501,The Fast and the Furious: Tokyo Drift,Universal,Action,PG-13,0,"$85,000,000","$157,794,205",2006,1,1
1502,Underworld: Evolution,Sony Pictures,Action,R,0,"$45,000,000","$113,417,762",2006,0,1
1503,The Shaggy Dog,Walt Disney,Comedy,PG,1,"$60,000,000","$87,123,569",2006,0,0
1504,Poseidon,Warner Bros.,Adventure,PG-13,1,"$160,000,000","$181,674,817",2006,1,4
1505,The Benchwarmers,Sony Pictures,Comedy,PG-13,0,"$35,000,000","$65,063,726",2006,0,0
1506,Curious George,Universal,Adventure,G,0,"$50,000,000","$71,052,604",2006,0,4
1507,Little Man,Sony Pictures,Comedy,PG-13,0,"$64,000,000","$101,636,047",2006,0,0
1508,Invincible,Walt Disney,Drama,PG,0,"$40,000,000","$58,501,127",2006,0,5
1509,The Guardian,Walt Disney,Action,PG-13,1,"$70,000,000","$94,973,540",2006,0,1
1510,The Omen,20th Century Fox,Horror,R,0,"$25,000,000","$119,295,584",2006,0,2
1511,Final Destination 3,New Line,Horror,R,0,"$25,000,000","$112,798,051",2006,0,2
1512,The Lake House,Warner Bros.,Drama,PG,0,"$40,000,000","$114,830,111",2006,0,5
1513,King Kong,Universal,Adventure,PG-13,0,"$207,000,000","$550,517,357",2005,1,4
1514,Firewall,Warner Bros.,Thriller/Suspense,PG-13,0,"$50,000,000","$82,751,189",2006,0,6
1515,Date Movie,20th Century Fox,Comedy,PG-13,0,"$20,000,000","$85,146,165",2006,0,0
1516,When a Stranger Calls,Sony Pictures,Horror,PG-13,0,"$15,000,000","$67,215,435",2006,0,2
1517,Silent Hill,Sony Pictures,Horror,R,0,"$50,000,000","$94,704,227",2006,0,2
1518,Glory Road,Walt Disney,Drama,PG,0,"$30,000,000","$42,799,060",2006,1,5
1519,Lady in the Water,Warner Bros.,Drama,PG-13,0,"$75,000,000","$72,785,169",2006,0,5
1520,The Hills Have Eyes,Fox Searchlight,Horror,R,0,"$17,000,000","$70,355,813",2006,0,2
1521,Stranger Than Fiction,Sony Pictures,Comedy,PG-13,0,"$30,000,000","$53,572,822",2006,1,0
1522,The Texas Chainsaw Massacre: The Beginning,New Line,Horror,R,0,"$16,000,000","$50,517,763",2006,0,2
1523,The Grudge 2,Sony Pictures,Horror,PG-13,0,"$20,000,000","$70,743,839",2006,0,2
1524,Gridiron Gang,Sony Pictures,Drama,PG-13,0,"$30,000,000","$41,457,834",2006,0,5
1525,Last Holiday,Paramount Pictures,Comedy,PG-13,0,"$45,000,000","$43,343,247",2006,1,0
1526,Man of the Year,Universal,Comedy,PG-13,0,"$20,000,000","$41,342,180",2006,1,0
1527,The Wild,Walt Disney,Adventure,G,0,"$80,000,000","$99,010,667",2006,1,4
1528,16 Blocks,Warner Bros.,Action,PG-13,0,"$45,000,000","$65,595,141",2006,0,1
1529,The Sentinel,20th Century Fox,Thriller/Suspense,PG-13,0,"$60,000,000","$78,080,697",2006,1,6
1530,Take the Lead,New Line,Drama,PG-13,0,"$30,000,000","$65,390,493",2006,0,5
1531,Snakes on a Plane,New Line,Thriller/Suspense,R,0,"$33,000,000","$62,020,814",2006,0,6
1532,She's the Man,Paramount Pictures,Romantic Comedy,PG-13,0,"$25,000,000","$55,279,608",2006,0,8
1533,Flags of Our Fathers,Paramount Pictures,Drama,R,0,"$53,000,000","$63,657,941",2006,0,5
1534,Munich,Universal,Drama,R,1,"$75,000,000","$131,492,772",2005,1,5
1535,Cheaper by the Dozen 2,20th Century Fox,Adventure,PG,0,"$60,000,000","$135,015,330",2005,0,4
1536,United 93,Universal,Drama,R,0,"$18,000,000","$77,635,035",2006,0,5
1537,Employee of the Month,Lionsgate,Comedy,PG-13,0,"$10,000,000","$38,364,855",2006,0,0
1538,The Ant Bully,Warner Bros.,Adventure,PG,0,"$45,000,000","$49,610,898",2006,1,4
1539,Crank,Lionsgate,Action,R,0,"$12,000,000","$43,924,923",2006,0,1
1540,Walk the Line,20th Century Fox,Drama,PG-13,0,"$29,000,000","$187,707,495",2005,0,5
1541,Stick It,Walt Disney,Comedy,PG-13,0,"$20,000,000","$30,399,714",2006,0,0
1542,Clerks II,MGM,Comedy,R,0,"$5,000,000","$27,342,246",2006,1,0
1543,An Inconvenient Truth,Paramount Vantage,Documentary,PG,0,"$1,000,000","$53,365,925",2006,0,10
1544,The Covenant,Sony Pictures,Thriller/Suspense,PG-13,0,"$20,000,000","$38,164,784",2006,0,6
1545,Stay Alive,Walt Disney,Horror,PG-13,0,"$20,000,000","$23,187,506",2006,0,2
1546,The Black Dahlia,Universal,Thriller/Suspense,R,1,"$60,000,000","$49,238,525",2006,1,6
1547,My Super Ex-Girlfriend,20th Century Fox,Comedy,PG-13,0,"$30,000,000","$60,772,856",2006,0,0
1548,Lucky Number Slevin,MGM,Thriller/Suspense,R,0,"$27,000,000","$55,495,466",2006,1,6
1549,Match Point,Dreamworks SKG,Thriller/Suspense,R,0,"$15,000,000","$87,973,835",2005,0,6
1550,ATL,Warner Bros.,Comedy,PG-13,0,"$17,000,000","$21,170,563",2006,0,0
1551,A Prairie Home Companion,Picturehouse,Comedy,PG-13,0,"$10,000,000","$26,716,191",2006,1,0
1552,Pulse,Weinstein/Dimension,Horror,R,0,"$20,500,000","$30,241,435",2006,0,2
1553,Beerfest,Warner Bros.,Comedy,R,0,"$17,500,000","$20,159,316",2006,1,0
1554,Akeelah and the Bee,Lionsgate,Drama,PG,0,"$8,000,000","$18,959,424",2006,1,5
1555,Aquamarine,20th Century Fox,Comedy,PG,0,"$12,000,000","$22,978,953",2006,0,0
1556,Ultraviolet,Sony Pictures,Action,PG-13,0,"$30,000,000","$30,962,112",2006,0,1
1557,School for Scoundrels,MGM,Comedy,PG-13,0,"$20,000,000","$17,807,569",2006,0,0
1558,Just My Luck,20th Century Fox,Romantic Comedy,PG-13,0,"$28,000,000","$38,159,905",2006,0,8
1559,Capote,Sony Pictures Classics,Drama,R,0,"$7,000,000","$49,924,079",2005,1,5
1560,Marie Antoinette,Sony Pictures,Drama,PG-13,0,"$40,000,000","$60,862,471",2006,0,5
1561,The Family Stone,20th Century Fox,Comedy,PG-13,0,"$18,000,000","$92,357,499",2005,1,0
1562,Larry the Cable Guy: Health Inspector,Lionsgate,Comedy,PG-13,0,"$17,000,000","$15,680,099",2006,0,0
1563,See No Evil,Lionsgate,Horror,R,0,"$8,000,000","$18,828,036",2006,0,2
1564,Harry Potter and the Goblet of Fire,Warner Bros.,Adventure,PG-13,1,"$150,000,000","$896,911,078",2005,1,4
1565,One Night with the King,Rocky Mountain Pictures,Drama,PG,0,"$20,000,000","$13,725,032",2006,0,5
1566,Friends with Money,Sony Pictures Classics,Comedy,R,0,"$6,500,000","$18,110,152",2006,1,0
1567,Syriana,Warner Bros.,Thriller/Suspense,R,0,"$50,000,000","$92,690,959",2005,1,6
1568,Flyboys,MGM,Drama,PG-13,0,"$60,000,000","$14,816,379",2006,0,5
1569,Idlewild,Universal,Musical,R,0,"$15,000,000","$12,669,914",2006,0,3
1570,The New World,New Line,Adventure,PG-13,0,"$30,000,000","$26,184,400",2005,1,4
1571,The Matador,Weinstein Co.,Thriller/Suspense,R,0,"$10,000,000","$17,300,838",2005,0,6
1572,Scoop,Focus/Rogue Pictures,Romantic Comedy,PG-13,0,"$4,000,000","$40,103,262",2006,0,8
1573,Hoot,New Line,Adventure,PG,0,"$15,000,000","$8,224,998",2006,0,4
1574,The Night Listener,Miramax,Drama,R,0,"$4,000,000","$10,770,993",2006,1,5
1575,Slither,Universal,Horror,R,0,"$15,250,000","$12,930,343",2006,0,2
1576,Doogal,Weinstein Co.,Adventure,G,0,"$20,000,000","$28,058,652",2006,1,4
1577,American Dreamz,Universal,Black Comedy,PG-13,0,"$17,000,000","$16,510,971",2006,1,9
1578,All the King's Men,Sony Pictures,Drama,PG-13,1,"$55,000,000","$9,521,458",2006,1,5
1579,Phat Girlz,Fox Searchlight,Romantic Comedy,PG-13,0,"$3,000,000","$7,301,115",2006,0,8
1580,Crossover,Sony Pictures,Drama,PG-13,0,"$5,600,000","$7,009,668",2006,0,5
1581,Running Scared,New Line,Action,R,0,"$17,000,000","$9,729,088",2006,0,1
1582,Basic Instinct 2,Sony Pictures,Thriller/Suspense,R,0,"$70,000,000","$35,417,162",2006,0,6
1583,A Scanner Darkly,Warner Bros.,Thriller/Suspense,R,1,"$20,000,000","$7,405,084",2006,0,6
1584,Let's Go to Prison,Universal,Comedy,R,0,"$4,000,000","$4,630,045",2006,0,0
1585,Keeping Up with the Steins,Miramax,Comedy,PG-13,0,"$5,000,000","$4,414,753",2006,1,0
1586,Catch a Fire,Focus Features,Thriller/Suspense,PG-13,0,"$14,000,000","$5,782,198",2006,1,6
1587,Wolf Creek,Weinstein Co.,Horror,R,0,"$1,100,000","$29,005,064",2005,0,2
1588,Chicken Little,Walt Disney,Adventure,G,0,"$60,000,000","$310,043,823",2005,0,4
1589,Kabhi Alvida Naa Kehna,Yash Raj Films,Drama,Not Rated,0,"$10,750,000","$32,575,443",2006,0,5
1590,The Squid and the Whale,IDP/Goldwyn/Roadside,Drama,R,0,"$1,500,000","$11,191,423",2005,1,5
1591,Lage Raho Munna Bhai,Eros Entertainment,Comedy,Not Rated,0,"$2,700,000","$31,517,561",2006,0,0
1592,Rang De Basanti,UTV Communications,Drama,Not Rated,0,"$5,300,000","$29,197,694",2006,0,5
1593,Strangers with Candy,ThinkFilm,Comedy,R,0,"$2,000,000","$2,077,844",2006,1,0
1594,The White Countess,Sony Pictures Classics,Drama,PG-13,0,"$16,000,000","$2,814,566",2005,1,5
1595,Krrish,AdLab Films,Action,Not Rated,0,"$10,000,000","$32,430,721",2006,0,1
1596,Find Me Guilty,Freestyle Releasing,Drama,R,0,"$13,000,000","$2,898,225",2006,0,5
1597,Infamous,Warner Independent,Drama,R,0,"$13,000,000","$2,613,717",2006,1,5
1598,Flightplan,Walt Disney,Thriller/Suspense,PG-13,0,"$55,000,000","$214,392,904",2005,1,6
1599,Idiocracy,20th Century Fox,Comedy,R,0,"$2,400,000","$500,296",2006,0,0
1600,The Oh in Ohio,Cyan,Romantic Comedy,R,0,"$5,000,000","$648,183",2006,1,8
1601,Copying Beethoven,MGM,Drama,PG-13,0,"$11,000,000","$6,586,324",2006,0,5
1602,Derailed,Weinstein Co.,Action,R,1,"$22,000,000","$57,520,063",2005,1,1
1603,A History of Violence,New Line,Drama,R,1,"$32,000,000","$61,477,797",2005,1,5
1604,Shopgirl,Walt Disney,Drama,R,0,"$7,500,000","$11,758,418",2005,0,5
1605,Sherrybaby,IFC Films,Drama,R,0,"$2,000,000","$759,504",2006,0,5
1606,Jarhead,Universal,Drama,R,0,"$72,000,000","$96,947,540",2005,1,5
1607,Get Rich or Die Tryin',Paramount Pictures,Drama,R,0,"$40,000,000","$46,666,955",2005,0,5
1608,Come Early Morning,IDP/Goldwyn/Roadside,Drama,R,0,"$6,000,000","$119,452",2006,0,5
1609,Winter Passing,Focus Features,Drama,R,0,"$3,500,000","$113,783",2006,1,5
1610,Renaissance,Miramax,Action,R,0,"$18,000,000","$2,401,413",2006,0,1
1611,North Country,Warner Bros.,Drama,R,0,"$30,000,000","$23,676,771",2005,1,5
1612,10th & Wolf,ThinkFilm,Drama,Not Rated,0,"$8,000,000","$143,782",2006,0,5
1613,Rent,Sony Pictures,Musical,PG-13,0,"$40,000,000","$31,670,620",2005,1,3
1614,Unknown,IFC Films,Thriller/Suspense,Not Rated,0,"$3,700,000","$3,355,048",2006,0,6
1615,Saw II,Lionsgate,Horror,R,0,"$5,000,000","$152,925,093",2005,0,2
1616,Dear Wendy,WellSpring,Drama,Not Rated,0,"$8,000,000","$446,438",2005,0,5
1617,Roll Bounce,Fox Searchlight,Comedy,PG-13,0,"$10,000,000","$17,433,072",2005,0,0
1618,War of the Worlds,Paramount Pictures,Action,PG-13,1,"$132,000,000","$606,836,535",2005,1,1
1619,Wedding Crashers,New Line,Comedy,R,0,"$40,000,000","$283,218,368",2005,1,0
1620,Charlie and the Chocolate Factory,Warner Bros.,Adventure,PG,1,"$150,000,000","$475,825,484",2005,0,4
1621,Batman Begins,Warner Bros.,Action,PG-13,0,"$150,000,000","$359,142,722",2005,1,1
1622,Madagascar,Dreamworks SKG,Adventure,PG,0,"$75,000,000","$556,559,566",2005,0,4
