,Movie,Distributor,Genre,MPAA,Book_Based,Production_Budget,Worldwide_Gross,Release Year,award_winning,Genre_Number
739,Happy Feet Two,Warner Bros.,Adventure,PG,0,"$135,000,000","$157,956,466",2011,1,4
740,Albert Nobbs,Roadside Attractions,Drama,R,0,"$7,500,000","$8,539,003",2011,1,5
741,Barfi,UTV Communications,Romantic Comedy,Not Rated,0,"$4,600,000","$36,751,984",2012,0,8
742,Jack and Jill,Sony Pictures,Comedy,PG,0,"$79,000,000","$150,519,217",2011,1,0
743,Carnage,Sony Pictures Classics,Drama,R,0,"$25,000,000","$38,112,154",2011,1,5
744,Shame,Fox Searchlight,Drama,NC-17,0,"$6,500,000","$20,412,841",2011,0,5
745,Tower Heist,Universal,Comedy,PG-13,0,"$85,000,000","$150,422,946",2011,0,0
746,Damsels in Distress,Sony Pictures Classics,Black Comedy,PG-13,0,"$3,000,000","$1,324,299",2012,0,9
747,Real Steel,Walt Disney,Action,PG-13,0,"$110,000,000","$263,880,341",2011,0,1
748,Immortals,Relativity,Action,R,0,"$75,000,000","$211,562,435",2011,0,1
749,Darling Companion,Sony Pictures Classics,Comedy,PG-13,0,"$12,000,000","$1,200,346",2012,1,0
750,The Paperboy,Alchemy,Thriller/Suspense,R,0,"$12,500,000","$3,522,153",2012,1,6
751,J. Edgar,Warner Bros.,Drama,R,0,"$35,000,000","$84,606,030",2011,1,5
752,Moneyball,Sony Pictures,Drama,PG-13,0,"$50,000,000","$111,300,835",2011,1,5
753,Arthur Christmas,Sony Pictures,Adventure,PG,0,"$85,000,000","$149,717,124",2011,1,4
754,Blue Like Jazz,Roadside Attractions,Comedy,PG-13,0,"$1,200,000","$595,018",2012,0,0
755,Melancholia,Magnolia Pictures,Thriller/Suspense,R,0,"$9,400,000","$21,817,298",2011,0,6
756,Courageous,Sony Pictures,Drama,PG-13,0,"$2,000,000","$35,185,884",2011,1,5
757,In Time,20th Century Fox,Thriller/Suspense,PG-13,0,"$35,000,000","$165,103,952",2011,0,6
758,Bachelorette,Weinstein Co.,Comedy,R,0,"$3,000,000","$12,577,401",2012,0,0
759,Midnight in Paris,Sony Pictures Classics,Romantic Comedy,PG-13,0,"$30,000,000","$162,502,774",2011,1,8
760,Bully,Lionsgate,Drama,R,0,"$2,100,000","$1,381,824",2001,0,5
761,Stolen,Alchemy,Action,R,0,"$35,000,000","$17,967,746",2012,1,1
762,Dolphin Tale,Warner Bros.,Drama,PG,0,"$37,000,000","$96,068,724",2011,1,5
763,Le Havre,Janus Films,Drama,Not Rated,0,"$5,500,000","$13,480,196",2011,0,5
764,Drive,FilmDistrict,Action,R,0,"$15,000,000","$81,357,930",2011,0,1
765,The Help,Walt Disney,Drama,PG-13,1,"$25,000,000","$213,120,004",2011,1,5
766,Tim and Eric's Billion Dollar Movie,Magnet Pictures,Comedy,R,0,"$3,000,000","$223,652",2012,0,0
767,The Ides of March,Sony Pictures,Drama,R,0,"$23,000,000","$77,735,925",2011,1,5
768,Footloose,Paramount Pictures,Musical,PG-13,0,"$24,000,000","$62,989,834",2011,0,3
769,Margin Call,Roadside Attractions,Drama,R,0,"$3,400,000","$20,433,227",2011,1,5
770,Take Shelter,Sony Pictures Classics,Drama,R,0,"$4,750,000","$4,972,016",2011,0,5
771,Red Lights,Alchemy,Thriller/Suspense,R,0,"$17,700,000","$14,518,884",2012,1,6
772,The Guard,Sony Pictures Classics,Comedy,R,0,"$6,000,000","$21,197,454",2011,0,0
773,Paranormal Activity 3,Paramount Pictures,Horror,R,0,"$5,000,000","$207,039,844",2011,0,2
774,Dangerous Liaisons,Well Go USA,Drama,Not Rated,1,"$24,200,000","$10,447,579",2012,0,5
775,Blackthorn,Magnolia Pictures,Adventure,R,0,"$4,500,000","$1,217,307",2011,0,4
776,Vamps,Anchor Bay Entertainment,Romantic Comedy,PG-13,0,"$16,000,000","$94,812",2012,0,8
777,Transformers: Dark of the Moon,Paramount Pictures,Action,PG-13,0,"$195,000,000","$1,123,790,543",2011,1,1
778,The Hangover Part II,Warner Bros.,Comedy,R,0,"$80,000,000","$586,464,305",2011,0,0
779,Pirates of the Caribbean: On Stranger Tides,Walt Disney,Adventure,PG-13,1,"$410,600,000","$1,045,663,875",2011,1,4
780,Fast Five,Universal,Action,PG-13,0,"$125,000,000","$630,163,454",2011,0,1
781,Cars 2,Walt Disney,Adventure,G,0,"$200,000,000","$560,155,383",2011,1,4
782,Thor,Paramount Pictures,Action,PG-13,0,"$150,000,000","$449,326,618",2011,1,1
783,Rise of the Planet of the Apes,20th Century Fox,Adventure,PG-13,1,"$93,000,000","$482,860,185",2011,0,4
784,Captain America: The First Avenger,Paramount Pictures,Action,PG-13,0,"$140,000,000","$370,569,776",2011,1,1
785,Bridesmaids,Universal,Comedy,R,0,"$32,500,000","$289,632,023",2011,0,0
786,Kung Fu Panda 2,Paramount Pictures,Adventure,PG,0,"$150,000,000","$664,837,547",2011,1,4
787,Rio,20th Century Fox,Adventure,PG,0,"$90,000,000","$487,519,809",2011,1,4
788,The Smurfs,Sony Pictures,Adventure,PG,0,"$110,000,000","$563,749,323",2011,0,4
789,Super 8,Paramount Pictures,Thriller/Suspense,PG-13,0,"$50,000,000","$257,972,745",2011,0,6
790,Rango,Paramount Pictures,Adventure,PG,0,"$135,000,000","$245,724,600",2011,0,4
791,Horrible Bosses,Warner Bros.,Comedy,R,0,"$35,000,000","$212,417,601",2011,1,0
792,Green Lantern,Warner Bros.,Action,PG-13,0,"$200,000,000","$219,535,492",2011,1,1
793,Hop,Universal,Adventure,PG,0,"$63,000,000","$188,657,593",2011,1,4
794,Bad Teacher,Sony Pictures,Comedy,R,0,"$19,000,000","$215,448,997",2011,0,0
795,The Green Hornet,Sony Pictures,Action,PG-13,0,"$110,000,000","$229,155,503",2011,1,1
796,True Grit,Paramount Pictures,Western,PG-13,1,"$35,000,000","$252,276,928",2010,1,7
797,Battle: Los Angeles,Sony Pictures,Action,PG-13,0,"$70,000,000","$213,463,976",2011,0,1
798,Limitless,Relativity,Thriller/Suspense,PG-13,1,"$27,000,000","$155,564,919",2011,1,6
799,Contagion,Warner Bros.,Thriller/Suspense,PG-13,0,"$60,000,000","$137,551,594",2011,1,6
800,No Strings Attached,Paramount Pictures,Romantic Comedy,R,0,"$25,000,000","$149,228,078",2011,1,8
801,Unknown,Warner Bros.,Thriller/Suspense,PG-13,0,"$40,000,000","$136,123,083",2011,0,6
802,The Adjustment Bureau,Universal,Thriller/Suspense,PG-13,0,"$50,200,000","$126,931,325",2011,0,6
803,Black Swan,Fox Searchlight,Thriller/Suspense,R,0,"$13,000,000","$331,266,710",2010,0,6
804,Water for Elephants,20th Century Fox,Drama,PG-13,1,"$38,000,000","$116,809,717",2011,1,5
805,The Lincoln Lawyer,Lionsgate,Thriller/Suspense,R,1,"$40,000,000","$87,145,086",2011,1,6
806,Friends with Benefits,Sony Pictures,Romantic Comedy,R,0,"$35,000,000","$146,595,891",2011,0,8
807,Madea's Big Happy Family,Lionsgate,Drama,PG-13,0,"$25,000,000","$54,160,818",2011,1,5
808,Diary of a Wimpy Kid: Rodrick Rules,20th Century Fox,Adventure,PG,0,"$18,000,000","$73,695,194",2011,0,4
809,The Dilemma,Universal,Comedy,PG-13,0,"$70,000,000","$70,546,865",2011,1,0
810,The Fighter,Paramount Pictures,Drama,R,0,"$11,000,000","$129,262,388",2010,0,5
811,Little Fockers,Universal,Comedy,PG-13,0,"$100,000,000","$310,650,574",2010,1,0
812,Hall Pass,Warner Bros.,Comedy,R,0,"$68,000,000","$87,173,475",2011,0,0
813,Soul Surfer,Sony Pictures,Drama,PG,0,"$18,000,000","$47,158,652",2011,1,5
814,Final Destination 5,Warner Bros.,Horror,R,0,"$40,000,000","$155,011,165",2011,0,2
815,Hanna,Focus Features,Drama,PG-13,0,"$30,000,000","$65,343,694",2011,1,5
816,Something Borrowed,Warner Bros.,Romantic Comedy,PG-13,0,"$35,000,000","$65,084,116",2011,0,8
817,Spy Kids: All the Time in the World,Weinstein/Dimension,Adventure,PG,0,"$27,000,000","$80,681,183",2011,0,4
818,Scream 4,Weinstein/Dimension,Horror,R,0,"$40,000,000","$95,989,590",2011,1,2
819,"Big Mommas: Like Father, Like Son",20th Century Fox,Comedy,PG-13,0,"$32,000,000","$82,332,450",2011,0,0
820,Red Riding Hood,Warner Bros.,Thriller/Suspense,PG-13,0,"$42,000,000","$91,678,442",2011,1,6
821,Paul,Universal,Comedy,R,0,"$40,000,000","$101,162,106",2011,0,0
822,The Roommate,Sony Pictures,Thriller/Suspense,PG-13,0,"$16,000,000","$52,545,707",2011,1,6
823,Jumping the Broom,Sony Pictures,Romantic Comedy,PG-13,0,"$7,000,000","$38,158,601",2011,0,8
824,The Change-Up,Universal,Comedy,R,0,"$52,000,000","$75,997,067",2011,1,0
825,30 Minutes or Less,Sony Pictures,Comedy,R,0,"$28,000,000","$40,966,716",2011,0,0
826,Colombiana,Sony Pictures,Thriller/Suspense,PG-13,0,"$40,000,000","$72,295,262",2011,0,6
827,Sucker Punch,Warner Bros.,Action,R,0,"$75,000,000","$89,758,389",2011,0,1
828,Larry Crowne,Universal,Romantic Comedy,PG-13,0,"$30,000,000","$61,449,135",2011,1,8
829,50/50,Summit Entertainment,Black Comedy,R,0,"$8,000,000","$41,334,735",2011,1,9
830,The Rite,Warner Bros.,Horror,PG-13,0,"$37,000,000","$97,143,987",2011,1,2
831,Arthur,Warner Bros.,Comedy,PG-13,0,"$40,000,000","$47,787,943",2011,1,0
832,Tangled,Walt Disney,Musical,PG,0,"$260,000,000","$586,477,240",2010,0,3
833,Priest,Sony Pictures,Horror,PG-13,0,"$60,000,000","$84,154,026",2011,0,2
834,The Mechanic,CBS Films,Action,R,0,"$42,500,000","$76,347,393",2011,0,1
835,Abduction,Lionsgate,Thriller/Suspense,PG-13,0,"$35,000,000","$86,648,359",2011,1,6
836,Beastly,CBS Films,Drama,PG-13,0,"$17,000,000","$38,028,230",2011,0,5
837,Winnie the Pooh,Walt Disney,Adventure,G,1,"$30,000,000","$50,145,607",2011,0,4
838,Killer Elite,Open Road,Action,R,1,"$70,000,000","$65,409,046",2011,1,1
839,Season of the Witch,Relativity,Thriller/Suspense,PG-13,0,"$40,000,000","$91,126,600",2011,1,6
840,Our Idiot Brother,Weinstein Co.,Comedy,R,0,"$5,000,000","$25,861,249",2011,0,0
841,Sanctum,Universal,Adventure,R,0,"$30,000,000","$104,283,753",2011,0,4
842,Monte Carlo,20th Century Fox,Romantic Comedy,PG,1,"$20,000,000","$39,686,769",2011,0,8
843,Mars Needs Moms,Walt Disney,Adventure,PG,0,"$150,000,000","$39,549,758",2011,0,4
844,Dream House,Universal,Horror,PG-13,0,"$50,000,000","$41,642,166",2011,1,2
845,Conan the Barbarian,Lionsgate,Action,R,0,"$90,000,000","$63,356,133",2011,1,1
846,The Three Musketeers,Summit Entertainment,Adventure,PG-13,1,"$90,000,000","$139,877,913",2011,1,4
847,Country Strong,Sony Pictures,Drama,PG-13,0,"$15,000,000","$20,601,987",2010,1,5
848,The Eagle,Focus Features,Action,PG-13,1,"$25,000,000","$38,993,548",2011,0,1
849,Apollo 18,Weinstein Co.,Thriller/Suspense,PG-13,0,"$5,000,000","$26,517,819",2011,0,6
850,The Chronicles of Narnia: The Voyage of the Dawn Treader,20th Century Fox,Adventure,PG,1,"$155,000,000","$418,186,950",2010,1,4
851,The Thing,Universal,Horror,R,0,"$38,000,000","$27,573,078",2011,0,2
852,Gulliver's Travels,20th Century Fox,Adventure,PG,1,"$112,000,000","$232,017,848",2010,0,4
853,What's Your Number?,20th Century Fox,Romantic Comedy,R,0,"$20,000,000","$30,163,785",2011,1,8
854,One Day,Focus Features,Drama,PG-13,0,"$15,000,000","$59,168,692",2011,0,5
855,Warrior,Lionsgate,Drama,PG-13,0,"$25,000,000","$24,215,385",2011,0,5
856,The Tree of Life,Fox Searchlight,Drama,PG-13,0,"$35,000,000","$61,721,826",2011,1,5
857,The Rum Diary,FilmDistrict,Drama,R,0,"$45,000,000","$21,544,732",2011,0,5
858,The Tourist,Sony Pictures,Thriller/Suspense,PG-13,0,"$100,000,000","$278,731,369",2010,1,6
859,Drive Angry,Summit Entertainment,Action,R,0,"$50,000,000","$41,042,583",2011,1,1
860,Straw Dogs,Sony Pictures,Thriller/Suspense,R,1,"$25,000,000","$11,253,821",2011,0,6
861,Prom,Walt Disney,Comedy,PG,0,"$8,000,000","$10,763,183",2011,0,0
862,I Don't Know How She Does It,Weinstein Co.,Comedy,PG-13,0,"$24,000,000","$24,474,463",2011,0,0
863,Blue Valentine,Weinstein Co.,Drama,NC-17,0,"$1,000,000","$16,566,240",2010,0,5
864,Johnny English Reborn,Universal,Adventure,PG,0,"$45,000,000","$164,640,401",2011,0,4
865,127 Hours,Fox Searchlight,Drama,R,0,"$18,000,000","$60,217,171",2010,0,5
866,The Big Year,20th Century Fox,Comedy,PG,0,"$41,000,000","$7,684,524",2011,1,0
867,Take Me Home Tonight,Relativity,Comedy,R,0,"$19,000,000","$7,576,604",2011,0,0
868,Cedar Rapids,Fox Searchlight,Comedy,R,0,"$10,000,000","$7,862,131",2011,1,0
869,Anonymous,Sony Pictures,Thriller/Suspense,PG-13,0,"$27,500,000","$15,815,509",2011,1,6
870,The Social Network,Sony Pictures,Drama,PG-13,0,"$40,000,000","$224,922,135",2010,1,5
871,Another Year,Sony Pictures Classics,Drama,PG-13,0,"$8,000,000","$20,005,613",2010,1,5
872,Bucky Larson: Born to Be a Star,Sony Pictures,Comedy,R,0,"$10,000,000","$2,529,395",2011,0,0
873,Unstoppable,20th Century Fox,Action,PG-13,0,"$95,000,000","$165,720,921",2010,1,1
874,Rabbit Hole,Lionsgate,Drama,PG-13,0,"$5,000,000","$6,205,034",2010,1,5
875,A Better Life,Summit Entertainment,Drama,PG-13,0,"$10,000,000","$1,884,251",2011,0,5
876,Burlesque,Sony Pictures,Drama,PG-13,0,"$55,000,000","$90,552,675",2010,1,5
877,The Art of Getting By,Fox Searchlight,Romantic Comedy,PG-13,0,"$4,000,000","$1,989,035",2011,0,8
878,The Devil's Double,Lionsgate,Drama,R,0,"$19,100,000","$5,965,646",2011,0,5
879,Somewhere,Focus Features,Drama,R,0,"$7,000,000","$17,023,121",2010,1,5
880,Snow Flower and the Secret Fan,Fox Searchlight,Drama,PG-13,0,"$6,000,000","$11,348,205",2011,0,5
881,Due Date,Warner Bros.,Comedy,R,0,"$65,000,000","$211,739,043",2010,1,0
882,Dylan Dog: Dead of Night,Omin/Freestyle,Horror,PG-13,0,"$20,000,000","$6,093,725",2011,0,2
883,There Be Dragons,Samuel Goldwyn Films,Drama,PG-13,0,"$36,000,000","$4,020,990",2011,0,5
884,Red State,Smodshow Productions,Horror,R,0,"$4,000,000","$1,983,596",2011,1,2
885,Attack the Block,Sony Pictures,Action,R,0,"$13,000,000","$6,459,183",2011,0,1
886,The Beaver,Summit Entertainment,Comedy,PG-13,0,"$21,000,000","$5,046,038",2011,1,0
887,Inside Job,Sony Pictures Classics,Documentary,PG-13,0,"$2,000,000","$7,799,257",2010,0,10
888,The Lord of the Rings: The Return of the King,New Line,Adventure,PG-13,1,"$94,000,000","$1,141,403,341",2003,0,4
889,Casino Jack,Samuel Goldwyn Films,Thriller/Suspense,R,0,"$12,500,000","$2,272,186",2010,1,6
890,Hobo with a Shotgun,Magnolia Pictures,Action,Not Rated,0,"$3,000,000","$834,953",2011,0,1
891,Secretariat,Walt Disney,Drama,PG,0,"$35,000,000","$60,376,247",2010,1,5
892,Made in Dagenham,Sony Pictures Classics,Drama,R,0,"$8,000,000","$15,644,196",2010,0,5
893,Dum Maaro Dum,Fox Searchlight,Drama,R,0,"$5,200,000","$11,633,427",2011,0,5
894,Machine Gun Preacher,Relativity,Drama,R,0,"$30,000,000","$3,721,988",2011,0,5
895,Submarine,Weinstein Co.,Comedy,R,0,"$1,900,000","$4,581,937",2011,0,0
896,Faster,CBS Films,Action,R,0,"$24,000,000","$35,792,945",2010,0,1
897,Creature,The Bubble Factory,Horror,R,1,"$3,000,000","$331,000",2011,0,2
898,Despicable Me,Universal,Adventure,PG,0,"$69,000,000","$543,464,573",2010,1,4
899,Winter's Bone,Roadside Attractions,Drama,R,1,"$2,000,000","$16,131,551",2010,0,5
900,All Good Things,Magnolia Pictures,Drama,R,0,"$20,000,000","$873,617",2010,0,5
901,Morning Glory,Paramount Pictures,Comedy,PG-13,0,"$40,000,000","$59,795,070",2010,1,0
902,Restless,Sony Pictures Classics,Drama,PG-13,0,"$8,000,000","$2,772,511",2011,0,5
903,Legend of the Guardians: The Owls of Ga'Hoole,Warner Bros.,Adventure,PG,0,"$100,000,000","$139,716,717",2010,1,4
904,Jackass 3D,Paramount Pictures,Comedy,R,0,"$20,000,000","$171,685,793",2010,0,0
905,The Warrior's Way,Relativity,Western,R,0,"$42,000,000","$8,514,325",2010,1,7
906,Four Lions,Drafthouse Films,Black Comedy,R,0,"$3,750,000","$2,436,111",2010,0,9
907,For Colored Girls,Lionsgate,Drama,R,0,"$21,000,000","$38,017,873",2010,1,5
908,Margaret,Fox Searchlight,Drama,R,0,"$14,000,000","$623,292",2011,1,5
909,The Son of No One,Anchor Bay Entertainment,Drama,R,0,"$15,000,000","$1,148,578",2011,1,5
910,Redemption Road,Freestyle Releasing,Drama,PG-13,0,"$2,300,000","$29,384",2011,0,5
911,Salvation Boulevard,IFC Films,Comedy,R,0,"$5,500,000","$28,468",2011,1,0
912,Animal Kingdom,Sony Pictures Classics,Drama,R,0,"$4,200,000","$8,078,683",2010,0,5
913,Griff the Invisible,Indomina Releasing,Romantic Comedy,PG-13,0,"$2,900,000","$25,935",2011,0,8
914,The Next Three Days,Lionsgate,Thriller/Suspense,PG-13,0,"$30,000,000","$67,255,916",2010,1,6
915,5 Days of War,Anchor Bay Entertainment,Drama,R,0,"$12,000,000","$87,793",2011,0,5
916,Trespass,Alchemy,Thriller/Suspense,R,0,"$35,000,000","$786,532",2011,1,6
917,The Town,Warner Bros.,Drama,R,0,"$37,000,000","$152,566,881",2010,1,5
918,Carlos,IFC Films,Drama,Not Rated,0,"$18,000,000","$1,619,153",2010,0,5
919,Another Happy Day,Phase 4 Films,Drama,R,0,"$4,000,000","$978,527",2011,1,5
920,Inception,Warner Bros.,Thriller/Suspense,PG-13,0,"$160,000,000","$832,402,082",2010,1,6
921,Toy Story 3,Walt Disney,Adventure,G,0,"$200,000,000","$1,069,258,702",2010,1,4
922,Avatar,20th Century Fox,Action,PG-13,0,"$425,000,000","$2,776,345,279",2009,0,1
923,Alice in Wonderland,Walt Disney,Adventure,PG,0,"$200,000,000","$1,025,491,110",2010,0,4
924,Iron Man 2,Paramount Pictures,Action,PG-13,0,"$170,000,000","$621,156,389",2010,1,1
925,The Twilight Saga: Eclipse,Summit Entertainment,Drama,PG-13,1,"$68,000,000","$706,102,828",2010,0,5
926,Shrek Forever After,Paramount Pictures,Adventure,PG,0,"$165,000,000","$756,244,673",2010,1,4
927,How to Train Your Dragon,Paramount Pictures,Adventure,PG,0,"$165,000,000","$494,870,992",2010,0,4
928,The Karate Kid,Sony Pictures,Adventure,PG,0,"$40,000,000","$351,774,938",2010,0,4
929,Clash of the Titans,Warner Bros.,Action,PG-13,0,"$125,000,000","$493,214,888",2010,0,1
930,Grown Ups,Sony Pictures,Comedy,PG-13,0,"$75,000,000","$272,223,430",2010,1,0
931,The Last Airbender,Paramount Pictures,Adventure,PG,0,"$150,000,000","$319,713,881",2010,0,4
932,Shutter Island,Paramount Pictures,Thriller/Suspense,R,1,"$80,000,000","$299,461,782",2010,1,6
933,The Other Guys,Sony Pictures,Comedy,PG-13,0,"$100,000,000","$170,936,470",2010,0,0
934,Salt,Sony Pictures,Thriller/Suspense,PG-13,0,"$130,000,000","$290,650,494",2010,1,6
935,Valentine's Day,Warner Bros.,Romantic Comedy,PG-13,0,"$52,000,000","$217,569,328",2010,1,8
936,Robin Hood,Universal,Action,PG-13,0,"$210,000,000","$322,459,006",2010,1,1
937,The Expendables,Lionsgate,Action,R,0,"$82,000,000","$268,268,174",2010,0,1
938,Date Night,20th Century Fox,Comedy,PG-13,0,"$55,000,000","$152,269,033",2010,0,0
939,Sex and the City 2,Warner Bros.,Comedy,R,0,"$95,000,000","$294,680,778",2010,1,0
940,The Book of Eli,Warner Bros.,Action,R,0,"$80,000,000","$158,750,817",2010,1,1
941,Percy Jackson & the Olympians: The Lightning Thief,20th Century Fox,Adventure,PG,1,"$95,000,000","$223,050,874",2010,0,4
942,Eat Pray Love,Sony Pictures,Drama,PG-13,0,"$60,000,000","$206,598,789",2010,1,5
943,Dear John,Sony Pictures,Drama,PG-13,1,"$25,000,000","$142,033,509",2010,0,5
944,The A-Team,20th Century Fox,Action,PG-13,0,"$110,000,000","$177,241,171",2010,0,1
945,Knight and Day,20th Century Fox,Action,PG-13,0,"$117,000,000","$258,751,370",2010,0,1
946,Dinner for Schmucks,Paramount Pictures,Comedy,PG-13,0,"$69,000,000","$86,796,502",2010,0,0
947,Sherlock Holmes,Warner Bros.,Adventure,PG-13,0,"$90,000,000","$498,438,212",2009,0,4
948,The Bounty Hunter,Sony Pictures,Romantic Comedy,PG-13,0,"$45,000,000","$135,808,837",2010,0,8
949,Diary of a Wimpy Kid,20th Century Fox,Adventure,PG,0,"$15,000,000","$76,954,311",2010,0,4
950,Alvin and the Chipmunks: The Squeakquel,20th Century Fox,Adventure,PG,0,"$70,000,000","$443,483,213",2009,0,4
951,The Sorcerer's Apprentice,Walt Disney,Adventure,PG,0,"$160,000,000","$217,986,320",2010,1,4
952,A Nightmare on Elm Street,Warner Bros.,Horror,R,0,"$35,000,000","$117,729,621",2010,0,2
953,The Last Song,Walt Disney,Drama,PG,1,"$20,000,000","$92,678,948",2010,0,5
954,Get Him to the Greek,Universal,Comedy,R,0,"$40,000,000","$91,455,875",2010,0,0
955,Resident Evil: Afterlife,Sony Pictures,Horror,R,0,"$57,500,000","$295,874,190",2010,0,2
956,Why Did I Get Married Too?,Lionsgate,Drama,PG-13,0,"$20,000,000","$60,831,067",2010,0,5
957,Easy A,Sony Pictures,Comedy,PG-13,0,"$8,000,000","$76,200,721",2010,0,0
958,Takers,Sony Pictures,Drama,PG-13,0,"$32,000,000","$70,587,268",2010,0,5
959,Letters to Juliet,Summit Entertainment,Drama,PG,0,"$30,000,000","$82,148,538",2010,1,5
960,Predators,20th Century Fox,Action,R,0,"$40,000,000","$127,234,389",2010,1,1
961,Hot Tub Time Machine,MGM,Comedy,R,0,"$36,000,000","$65,967,750",2010,0,0
962,Kick-Ass,Lionsgate,Black Comedy,R,0,"$28,000,000","$97,531,134",2010,1,9
963,The Blind Side,Warner Bros.,Drama,PG-13,0,"$35,000,000","$305,705,794",2009,1,5
964,Killers,Lionsgate,Action,PG-13,0,"$75,000,000","$95,572,749",2010,0,1
965,Cop Out,Warner Bros.,Comedy,R,0,"$37,000,000","$55,909,910",2010,0,0
966,The Lovely Bones,Paramount Pictures,Drama,PG-13,1,"$95,000,000","$94,894,448",2009,1,5
967,Edge of Darkness,Warner Bros.,Drama,R,0,"$60,000,000","$82,812,456",2010,0,5
968,Death at a Funeral,Sony Pictures,Comedy,R,0,"$21,000,000","$48,977,233",2010,0,0
969,Step Up 3D,Walt Disney,Drama,PG-13,0,"$30,000,000","$165,889,117",2010,1,5
970,The Last Exorcism,Lionsgate,Horror,PG-13,0,"$1,800,000","$70,165,900",2010,0,2
971,Legion,Sony Pictures,Thriller/Suspense,R,0,"$26,000,000","$67,647,574",2010,0,6
972,Up in the Air,Paramount Pictures,Drama,R,0,"$30,000,000","$166,842,739",2009,1,5
973,The Crazies,Overture Films,Horror,R,0,"$19,000,000","$56,445,534",2010,0,2
974,Crazy Heart,Fox Searchlight,Drama,R,0,"$8,500,000","$47,417,251",2009,1,5
975,Vampires Suck,20th Century Fox,Comedy,PG-13,0,"$20,000,000","$81,424,988",2010,0,0
976,The American,Focus Features,Thriller/Suspense,R,1,"$20,000,000","$67,950,723",2010,1,6
977,Green Zone,Universal,Drama,R,0,"$100,000,000","$97,523,020",2010,1,5
978,Devil,Universal,Horror,PG-13,0,"$10,000,000","$63,354,114",2010,0,2
979,Marmaduke,20th Century Fox,Adventure,PG,0,"$50,000,000","$89,895,930",2010,0,4
980,She's Out of My League,Paramount Pictures,Romantic Comedy,R,0,"$20,000,000","$48,680,977",2010,0,8
981,Charlie St. Cloud,Universal,Drama,PG-13,0,"$44,000,000","$48,478,084",2010,1,5
982,The Switch,Miramax,Romantic Comedy,PG-13,0,"$19,000,000","$49,858,465",2010,0,8
983,Machete,20th Century Fox,Action,R,0,"$12,500,000","$46,370,970",2010,1,1
984,Ramona and Beezus,20th Century Fox,Adventure,G,0,"$15,000,000","$27,469,621",2010,0,4
985,Leap Year,Universal,Romantic Comedy,PG,0,"$19,000,000","$32,618,920",2010,0,8
